metabolite_id	metabolite_name
CE5347_m	5-oxo-12(R)-hydroxy-eicosa-2E,8E,10E,14Z-tetraenoyl-CoA (CE5347_m)
CE5348_m	5-oxo-12(R)-hydroxy-eicosa-8E,10E,14Z-trienoyl-CoA (CE5348_m)
CE5348_r	5-oxo-12(R)-hydroxy-eicosa-8E,10E,14Z-trienoyl-CoA (CE5348_r)
CE5344_c	3(S),12(R)-dihydroxy-5-oxo-eicosa-8E,10E,14Z-trienoyl-CoA (CE5344_c)
CE5345_c	3,5-dioxo-12(R)-hydroxy-eicosa-8E,10E,14Z-trienoyl-CoA (CE5345_c)
CE5329_m	3(S),12(S)-dihydroxy-5-oxo-eicosa-8E,10E,14Z-trienoyl-CoA (CE5329_m)
CE5331_m	3,5-dioxo-12(S)-hydroxy-eicosa-8E,10E,14Z-trienoyl-CoA (CE5331_m)
CE5341_m	5-oxo-12(S)-hydroxy-eicosa-2E,8E,10E,14Z-tetraenoyl-CoA (CE5341_m)
CE5337_m	3-oxo-10(S)-hydroxy-octadeca-6E,8E,12Z-trienoyl-CoA (CE5337_m)
CE5319_m	3-oxo-10(S)-hydroxy-octadeca-6E,8E,12Z-trienoate (CE5319_m)
CE6415_c	11-HpODE (CE6415_c)
CE2006_c	4-hydroxy-2-nonenal (CE2006_c)
CE6506_c	3,4-epoxynonanal (CE6506_c)
CE4876_m	Delta12-Prostaglandin J2 (CE4876_m)
CE5304_c	15-deoxy-PGD2 (CE5304_c)
CE4988_m	10,11-dihydro-12-epi-leukotriene B4 (CE4988_m)
CE5945_r	10,11-dihydro-20-dihydroxy-LTB4 (CE5945_r)
CE5946_r	10,11-dihydro-20-trihydroxy-leukotriene B4 (CE5946_r)
CE5966_x	3-oxo-5(S),12(R)-dihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA (CE5966_x)
CE5967_c	3(S),10(R)-OH-octadeca-6-trans-4,12-cis-trienoyl-CoA (CE5967_c)
CE5968_c	3(S),10(R)-OH-octadeca-6-trans-4,12-cis-trienoate (CE5968_c)
CE5971_m	3(S),5(S),12(R)-trihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA (CE5971_m)
CE5971_x	3(S),5(S),12(R)-trihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA (CE5971_x)
CE5966_c	3-oxo-5(S),12(R)-dihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA (CE5966_c)
CE5971_c	3(S),5(S),12(R)-trihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA (CE5971_c)
avite2_r	Alpha-Tocotrienol (avite2_r)
CE7097_x	5-oxo-12(S)-hydroxy-eicosa-6E,8Z,10E,14Z-tetraenoate (CE7097_x)
CE5815_c	20-hydroxy-5S-HETE (CE5815_c)
C04805_n	5(S)-HETE (C04805_n)
CE7096_n	5,15-DiHETE (CE7096_n)
CE6508_c	5-hydroperoxy-EPA (CE6508_c)
CE7079_c	Leukotriene A5 (CE7079_c)
CE7091_x	15(R)-hydroperoxy-EPE (CE7091_x)
CE7083_c	Leukotriene B5 (CE7083_c)
CE7084_c	5,12-dihydroxy-6E-LTB5 (CE7084_c)
CE7081_n	15(R)-HEPE (CE7081_n)
CE7109_n	5(S),6(S)-epoxy-15(R)-HEPE (CE7109_n)
CE7081_r	15(R)-HEPE (CE7081_r)
CE7109_r	5(S),6(S)-epoxy-15(R)-HEPE (CE7109_r)
CE7110_c	5,6-epoxy,18R-HEPE (CE7110_c)
CE7114_c	5,12,18R-TriHEPE (CE7114_c)
CE7109_c	5(S),6(S)-epoxy-15(R)-HEPE (CE7109_c)
CE7113_c	15-epi-lipoxin B5 (CE7113_c)
CE7113_r	15-epi-lipoxin B5 (CE7113_r)
CE7113_x	15-epi-lipoxin B5 (CE7113_x)
CE7112_c	15-epi-lipoxin A5 (CE7112_c)
CE7112_r	15-epi-lipoxin A5 (CE7112_r)
CE7085_x	5-HEPE; 5-hydroxyeicosapentaenoate (CE7085_x)
CE7111_x	5-oxo-EPE (CE7111_x)
CE7115_c	20-hydroxy-leukotriene B5 (CE7115_c)
CE7083_r	Leukotriene B5 (CE7083_r)
CE7115_r	20-hydroxy-leukotriene B5 (CE7115_r)
CE0347_n	12-hydroxyeicosatetraenoate (CE0347_n)
leuktrB4_n	Leukotriene B4(1-) (leuktrB4_n)
CE6248_c	20-OH-hepoxilin A3 (CE6248_c)
C04849_r	(5Z,9E,14Z)-(8xi,11R,12S)-11,12-epoxy-8-hydroxyicosa-5,9,14-trienoate (C04849_r)
CE6248_r	20-OH-hepoxilin A3 (CE6248_r)
C04843_c	(5Z,9E,12S,14Z)-8,11,12-trihydroxyicosa-5,9,14-trienoate (C04843_c)
C04843_r	(5Z,9E,12S,14Z)-8,11,12-trihydroxyicosa-5,9,14-trienoate (C04843_r)
C04843_x	(5Z,9E,12S,14Z)-8,11,12-trihydroxyicosa-5,9,14-trienoate (C04843_x)
12HPET_m	12-Hydroperoxyeicosa-5,8,10,14-tetraenoate (12HPET_m)
CE6250_r	Hepoxilin A3-C (CE6250_r)
CE6251_r	12,20-DiHETE (CE6251_r)
CE6240_r	9-deoxy-delta12-PGD2 (CE6240_r)
CE6241_r	S-(9-deoxy-delta12-PGD2)-glutathione (CE6241_r)
CE6243_c	S-(9-deoxy-delta9,12-PGD2)-glutathione (CE6243_c)
CE6243_m	S-(9-deoxy-delta9,12-PGD2)-glutathione (CE6243_m)
CE6243_r	S-(9-deoxy-delta9,12-PGD2)-glutathione (CE6243_r)
CE6245_c	S-(11-OH-9-deoxy-delta9,12-PGD2)-glutathione (CE6245_c)
CE5994_x	20-oxo-leukotriene E4 (CE5994_x)
CE5995_x	20-COOH-leukotriene E4 (CE5995_x)
CE6235_c	S-(PGA2)-glutathione (CE6235_c)
CE6185_x	Omega-carboxy-trinor-leukotriene B4 (CE6185_x)
CE6182_c	20-CoA-20-oxo-leukotriene B4 (CE6182_c)
CE2516_c	(8Z,11Z,14Z)-eicosatrienoic acid (CE2516_c)
CE2516_r	(8Z,11Z,14Z)-eicosatrienoic acid (CE2516_r)
CE6232_r	Prostaglandin G1 (CE6232_r)
CE6198_x	16,18-oxo-18-CoA-dinor-LTE4 (CE6198_x)
CE6226_x	16(S)-hydroxy-18-oxo-18-CoA-LTE4 (CE6226_x)
CE6193_x	18-carboxy-dinor-LTE4 (CE6193_x)
CE6225_x	16E-18-oxo-18-CoA-dinor-LTE4 (CE6225_x)
CE5525_m	12-oxo-20-carboxy-leukotriene B4 (CE5525_m)
CE5976_m	12-oxo-10,11-dihydro-20-COOH-LTB4 (CE5976_m)
CE2088_c	N-acetyl-S-[2-carboxy-1-(1 H-imidazol-4-yl)ethyl]-L-cysteine (CE2088_c)
CE2089_c	S-[2-carboxy-1-(1 H-imidazol-4-yl)ethyl]-L-cysteine (CE2089_c)
CE7218_c	S-[2-carboxy-1-(1H-imidazol-4-yl)ethyl]-3-thiolactate (CE7218_c)
C05708_c	Selenomethionine se-oxide (C05708_c)
C05708_r	Selenomethionine se-oxide (C05708_r)
selmeth_r	Selenomethionine (selmeth_r)
5mthf_r	5-Methyltetrahydrofolate (5mthf_r)
selhcys_r	Selenohomocysteine (selhcys_r)
thf_r	5,6,7,8-Tetrahydrofolate (thf_r)
CE5538_r	Noradrenochrome (CE5538_r)
nrpphr_r	Norepinephrine (nrpphr_r)
C07535_c	Benzpyrene (C07535_c)
C07535_r	Benzpyrene (C07535_r)
CN0012_r	Benzo[a]pyrene-2,3-oxide (CN0012_r)
CN0009_r	Benzo[a]pyrene-2,3-diol (CN0009_r)
CN0009_x	Benzo[a]pyrene-2,3-diol (CN0009_x)
CN0012_x	Benzo[a]pyrene-2,3-oxide (CN0012_x)
C14851_r	Benzo[a]pyrene-4,5-oxide (C14851_r)
CN0010_r	Benzo[a]pyrene-4,5-diol (CN0010_r)
C14851_x	Benzo[a]pyrene-4,5-oxide (C14851_x)
CN0010_x	Benzo[a]pyrene-4,5-diol (CN0010_x)
C14849_x	Benzo[a]pyrene-9,10-oxide (C14849_x)
CN0011_x	Benzo[a]pyrene-9,10-diol (CN0011_x)
CN0021_x	7,12-Dimethylbenz[a]anthracene-3,4-oxide (CN0021_x)
CN0022_x	7,12-Dimethylbenz[a]anthracene-3,4-diol (CN0022_x)
CN0023_r	7,12-Dimethylbenz[a]anthracene-3,4-diol-1,2-epoxide (CN0023_r)
CN0016_c	Dibenzo[a,l]pyrene (CN0016_c)
CN0017_c	Dibenzo[a,l]pyrene-11,12-epoxide (CN0017_c)
CN0016_r	Dibenzo[a,l]pyrene (CN0016_r)
CN0018_c	Dibenzo[a,l]pyrene-11,12-diol (CN0018_c)
CN0017_x	Dibenzo[a,l]pyrene-11,12-epoxide (CN0017_x)
CN0018_x	Dibenzo[a,l]pyrene-11,12-diol (CN0018_x)
CN0019_c	Dibenzo[a,l]pyrene-11,12-diol-13,14-epoxide (CN0019_c)
CN0019_r	Dibenzo[a,l]pyrene-11,12-diol-13,14-epoxide (CN0019_r)
subeac_x	Suberic acid (subeac_x)
spc_cho_c	Sphingosylphosphorylcholine (spc_cho_c)
R1coa_cho_r	R group 1 Coenzyme A (R1coa_cho_r)
xolest_cho_r	Cholesterol ester (xolest_cho_r)
R2coa_cho_r	R group 2 Coenzyme A (R2coa_cho_r)
gm1b_cho_g	GM1b (gm1b_cho_g)
c8dc_x	Suberyl carnitine; octanedioyl carnitine (c8dc_x)
C11821_x	5-Hydroxyisourate (C11821_x)
HC02119_c	Adenosylmethioninamine-potential (HC02119_c)
uacgam_r	UDP-N-acetyl-D-glucosamine (uacgam_r)
HC01161_c	Apo-ACP (HC01161_c)
HC01377_m	S-(3-Methylbutanoyl)-dihydrolipoamide (HC01377_m)
HC10859_r	Malonyl-Carnitin (HC10859_r)
lnlccrn_x	Linoleyl carnitine (lnlccrn_x)
arachdcrn_x	C20:4 carnitine (arachdcrn_x)
fol_m	Folate (fol_m)
ptth_m	Pantetheine (ptth_m)
HC00832_c	L-Fuculose (HC00832_c)
HC01180_c	D-tagatofuranose 1,6-bisphosphate(4-) (HC01180_c)
3mox4hpac_m	3-Methoxy-4-hydroxyphenylacetaldehyde (3mox4hpac_m)
homoval_m	Homovanillate (homoval_m)
3m4hpga_m	3-Methoxy-4-hydroxyphenylglycolaldehyde (3m4hpga_m)
3mox4hoxm_m	3-Methoxy-4-hydroxymandelate (3mox4hoxm_m)
HC01797_c	Activated methyl group (HC01797_c)
HC00004_r	ApoA1 (HC00004_r)
HC02020_r	Cholesterol-ester-palm (HC02020_r)
HC02025_r	Cholesterol-ester-ala (HC02025_r)
HC02026_r	Cholesterol-ester-gla (HC02026_r)
HC02023_l	Cholesterol-ester-ol (HC02023_l)
ocdcea_l	Octadecenoate (n-C18:1) (ocdcea_l)
HC02024_l	Cholesterol-ester-lin (HC02024_l)
HC02111_c	ATP-energy (HC02111_c)
HC02112_m	NADH-redox-potential (HC02112_m)
HC02112_x	NADH-redox-potential (HC02112_x)
HC02113_r	NADPH-redox-potential (HC02113_r)
HC02113_m	NADPH-redox-potential (HC02113_m)
HC02114_c	FADH-redox-potential (HC02114_c)
HC02116_c	Activated-sulphur (HC02116_c)
HC02121_c	S-(hydroxymethyl)glutathione(1-) (HC02121_c)
HC02154_c	GM4-pool (HC02154_c)
HC02208_c	Prostaglandin-d1 (HC02208_c)
2h3mb_c	2 hydroxy 3 methyl butanoate (2h3mb_c)
2h3mp_e	2 hydroxy 3 methyl pentanoate (2h3mp_e)
2hxic__L_c	L 2 hydroxyisocaproate (2hxic__L_c)
2mpa_e	2 methylpropanoic acid (2mpa_e)
3mbal_c	3 methylbutanal (3mbal_c)
3mbal_e	3 methylbutanal (3mbal_e)
2mb_p_c	2 methylbutanoyl p (2mb_p_c)
2aeppn_c	2 Aminoethyl phosphonate (2aeppn_c)
unagama_c	Undecaprenyl diphospho N acetylglucosamine N acetylmannosamine (unagama_c)
LTA_LLA_c	Lipoteichoic acid  n16  Lactis specific  (LTA_LLA_c)
LTAala_LLA_c	Lipoteichoic acid  n16  with 038 ala substitutions  (LTAala_LLA_c)
glutrnagln_c	Glutamine tRNA charged with glutamate (glutrnagln_c)
haram_c	N Hydroxyarylamine (haram_c)
acara_c	N Acetoxyarylamine (acara_c)
3oxocdacp_c	3 Oxooctadecanoyl acp (3oxocdacp_c)
pyrin_c	Pyrimidine nucleoside (pyrin_c)
pyrimid_c	Pyrimidine (pyrimid_c)
dkdglcn_c	2,5-Diketo-3-deoxy-D-gluconate (dkdglcn_c)
dt5hsu_c	4-Deoxy-L-threo-5-hexosulose uronate (dt5hsu_c)
ch4_p	Methane (ch4_p)
nadphx__R_c	(R)-NADPHX (nadphx__R_c)
urdgci_c	S-ureidoglycine (urdgci_c)
23doguln_p	2,3-Dioxo-L-gulonate (23doguln_p)
psuri_e	Pseudouridine (psuri_e)
psuri_p	Pseudouridine (psuri_p)
f_p	Fluoride (f_p)
f_c	Fluoride (f_c)
dhcholn_c	3?,12?-dihydroxy-7-oxo-5?-cholan-24-oate (dhcholn_c)
teo2_c	Tellurite (teo2_c)
mteo2_c	Methanetelluronate (mteo2_c)
34dphacoa_c	3,4-dihydroxyphenylacetyl-CoA (34dphacoa_c)
puacgam_c	Poly-?-1,6-N-acetyl-D-glucosamine (puacgam_c)
puacgam_p	Poly-?-1,6-N-acetyl-D-glucosamine (puacgam_p)
dhptdd_c	3-hydroxy-5-phosphonooxypentane-2,4-dione (dhptdd_c)
lkdr_c	2-dehydro-3-deoxy-L-rhamnonate (lkdr_c)
acmet_c	N-Acetylmethionine (acmet_c)
erthrs_c	D-erythrose (erthrs_c)
sq_e	Sulphoquinovose (sq_e)
psuri_c	Pseudouridine (psuri_c)
f_e	Fluoride (f_e)
mepn_c	Methylphosphonic acid (mepn_c)
udcpgl_c	Undecaprenol-diphosphate-glucose (udcpgl_c)
rhmn_c	L-rhamnonate (rhmn_c)
3hbz_c	3-Hydroxybenzoate (3hbz_c)
3hbzcoa_c	3-hydroxybenzoyl-CoA (3hbzcoa_c)
acampnt_c	2-N-acetamidomethylphosphonate (acampnt_c)
ampnt_c	Aminomethylphosphonate (ampnt_c)
sqg_c	1-(?-D-sulfoquinovosyl)glycerol (sqg_c)
octe9ACP_c	Cis-octadec-9-enoyl-[acyl-carrier protein] ((9Z)-n-C18:1) (octe9ACP_c)
u3hga2_c	UDP-3-O-(3-hydroxyhexadecanoyl)-D-glucosamine (u3hga2_c)
pchlld_exc_c	Excited protochlorophyllide (pchlld_exc_c)
bm_carbs_c	Biomass metabolite: glycogen and carbohydrates (bm_carbs_c)
bm_memlip_c	Lipid component of biomass (bm_memlip_c)
bm_pro_c	Protein component of biomass (bm_pro_c)
phyto_c	All-trans-Phytoene (phyto_c)
u3aga2_c	UDP-3-O-(3-hydroxyhexadecanoyl)-N-acetylglucosamine (u3aga2_c)
3hmop_c	(R)-3-Hydroxy-3-methyl-2-oxopentanoate (3hmop_c)
dvpchlda_c	Divinylprotochlorophyllide a (dvpchlda_c)
dgdg1819Z160Z_c	Digalactosyl-diacylglycerol(18:1(9Z)/16:0) (dgdg1819Z160Z_c)
sqdg1619Z160_c	Sulfoquinovosyl diacylglycerol(16:1(9Z)/16:0) (sqdg1619Z160_c)
5g2oxpt_p	2-Oxoarginine (5g2oxpt_p)
phptna_c	Pheophytin a (phptna_c)
phytol_c	Phytol (phytol_c)
iscsh_c	Thiamine biosynthesis intermediate 2 (iscsh_c)
preqtrna_c	7-aminomethyl-7-deazaguaninyl tRNA (preqtrna_c)
epxqtrna_c	Epoxyquenosine34 tRNA (epxqtrna_c)
photon490_e	Photon (451 to 526 nm, blue/green) (photon490_e)
photon550_e	Photon (540nm-560nm) (photon550_e)
photon590_e	Photon (580nm-600nm) (photon590_e)
photon650_e	Photon (640nm-660nm) (photon650_e)
chla_soret_exc_c	Excited chlorophyll A, Soret band (short wavelength) (chla_soret_exc_c)
b14glucan_c	Cellulose (beta-1,4-glucan) (b14glucan_c)
g6p_h	D-Glucose 6-phosphate (g6p_h)
so4_h	Sulfate (so4_h)
acg5p_h	N-Acetyl-L-glutamyl 5-phosphate (acg5p_h)
t2c11vaceACP_h	Trans-3-cis-11-Vacceoyl-[acyl-carrier-protein] (t2c11vaceACP_h)
acg5sa_h	N-Acetyl-L-glutamate 5-semialdehyde (acg5sa_h)
acorn_h	N2-Acetyl-L-ornithine (acorn_h)
npdp_m	All-trans-Nonaprenyl diphosphate (npdp_m)
h2s_m	Hydrogen sulfide (h2s_m)
hd912ea_c	(9Z,12Z)-hexadecadienoate (hd912ea_c)
methamp_c	N-Methylethanolamine phosphate (methamp_c)
ficytb5_m	Ferricytochrome b5 (ficytb5_m)
focytb5_m	Ferrocytochrome b5 (focytb5_m)
pc182n6180_c	Phosphatidylcholine(18:2(9Z,12Z)/18:0) (pc182n6180_c)
pc180184n3_c	Phosphatidylcholine(18:0/18:4(6Z,9Z,12Z,15Z)) (pc180184n3_c)
3odocoscoa_c	3-oxo-docosanoyl-CoA (3odocoscoa_c)
3hdcscoa_c	3-hydroxydocosanoyl-CoA (3hdcscoa_c)
pc180225n3_c	Phosphatidylcholine(18:0/22:5(7Z,10Z,13Z,16Z,19Z)) (pc180225n3_c)
pa1619Z183n6_c	1-9-hexadecenoyl-2-6,9,12-octadecatrienoyl-sn-glycerol-3-phosphate (pa1619Z183n6_c)
pa160183n3_c	1-hexadecanoyl-2-9,12,15-octadecatrienoyl-sn-glycerol-3-phosphate (pa160183n3_c)
12dgr1619Z182n6_c	1,2-Diacyl-sn-glycerol(16:1(9Z)/18:2(9Z,12Z)) (12dgr1619Z182n6_c)
12dgr180182n6_c	1,2-Diacyl-sn-glycerol(18:0/18:2(9Z,12Z)) (12dgr180182n6_c)
12dgr160183n3_c	1,2-Diacyl-sn-glycerol(16:0/18:3(9Z,12Z,15Z)) (12dgr160183n3_c)
cdp12dgr1619Z205n3_c	CDP-1,2-diacyl-sn-glycerol(16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)) (cdp12dgr1619Z205n3_c)
cdp12dgr160182n6_c	CDP-1,2-diacyl-sn-glycerol(16:0/18:2(9Z,12Z)) (cdp12dgr160182n6_c)
pe140183n3_c	Phosphatidylethanolamine(14:0/18:3(9Z,12Z,15Z)) (pe140183n3_c)
pail205n31619Z_c	Phosphatidylinositol(20:5(5Z,8Z,11Z,14Z,17Z)/16:1(9Z)) (pail205n31619Z_c)
pail4p160182n6_c	1-Phosphatidyl-1D-myo-inositol 4-phosphate(16:0/18:2(9Z,12Z)) (pail4p160182n6_c)
pail45p160205n3_c	1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate(16:0/20:5(5Z,8Z,11Z,14Z,17Z)) (pail45p160205n3_c)
pail45p1619Z160_c	1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate(16:1(9Z)/16:0) (pail45p1619Z160_c)
pail45p182n6205n3_c	1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate(18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)) (pail45p182n6205n3_c)
pail3p1601619Z_c	1-Phosphatidyl-1D-myo-inositol 3-phosphate(16:0/16:1(9Z)) (pail3p1601619Z_c)
pail3p205n31619Z_c	1-Phosphatidyl-1D-myo-inositol 3-phosphate(20:5(5Z,8Z,11Z,14Z,17Z)/16:1(9Z)) (pail3p205n31619Z_c)
pail3p205n3_c	1-Phosphatidyl-1D-myo-inositol 3-phosphate(20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z)) (pail3p205n3_c)
pail3p1619Z182n6_c	1-Phosphatidyl-1D-myo-inositol 3-phosphate(16:1(9Z)/18:2(9Z,12Z)) (pail3p1619Z182n6_c)
pail3p182_9_12_c	1-Phosphatidyl-1D-myo-inositol 3-phosphate(18:2(9Z,12Z)/18:2(9Z,12Z)) (pail3p182_9_12_c)
pa161_h	1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate (pa161_h)
sqdg1619Z160_h	Sulfoquinovosyl diacylglycerol(16:1(9Z)/16:0) (sqdg1619Z160_h)
sqdg205n31619Z_h	Sulfoquinovosyl diacylglycerol(20:5(5Z,8Z,11Z,14Z,17Z)/16:1(9Z)) (sqdg205n31619Z_h)
pg1619Z160_h	Phosphatidylglycerol(16:1(9Z)/16:0) (pg1619Z160_h)
pg1619Z1613E_h	Phosphatidylglycerol(16:1(9Z)/16:1(3E)) (pg1619Z1613E_h)
tag1619Z1619Z160_h	Triacylglycerol (16:1(9Z)/16:1(9Z)/16:0) (tag1619Z1619Z160_h)
tag1619Z1619Z1619Z_h	Triacylglycerol (16:1(9Z)/16:1(9Z)/16:1(9Z)) (tag1619Z1619Z1619Z_h)
tag1619Z1619Z1819Z_h	Triacylglycerol (16:1(9Z)/16:1(9Z)/18:1(9Z)) (tag1619Z1619Z1819Z_h)
tag1819Z1619Z1819Z_h	Triacylglycerol (18:1(9Z)/16:1(9Z)/18:1(9Z)) (tag1819Z1619Z1819Z_h)
tag226n3205n3164n1_c	Triacylglycerol (22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:5(5Z,8Z,11Z,14Z,17Z)/16:4(6Z,9Z,12Z,15Z)) (tag226n3205n3164n1_c)
dggl_c	3-(6-O-alpha-D-galactosyl-beta-D-Galactosyl)-sn-glycerol (dggl_c)
3httccoa_x	3-hydroxytetracosanoyl-CoA (3httccoa_x)
docos2coa_x	(2E)-docosenoyl-CoA (docos2coa_x)
3hod6912coa_x	3-hydroxy-(6Z,9Z,12Z)-octadecatrienoyl-CoA (3hod6912coa_x)
3ood6912coa_x	3-oxo-(6Z,9Z,12Z)-octadecatrienoyl-CoA (3ood6912coa_x)
hd3710coa_x	(3E,7Z,10Z)-hexadecatrienoyl-CoA (hd3710coa_x)
td258coa_x	(2E,5Z,8Z)-tetradecatrienoyl-CoA (td258coa_x)
dd26coa_x	(2E,6Z)-dodecadienoyl-CoA (dd26coa_x)
3hd6coa_x	3-hydroxy-(6Z)-dodecenoyl-CoA (3hd6coa_x)
od2691215coa_x	(2E,6Z,9Z,12Z,15Z)-octadecapentaenoyl-CoA (od2691215coa_x)
hd2471013coa_x	(2E,4Z,7Z,10Z,13Z)-hexadecapentaenoyl-CoA (hd2471013coa_x)
hd371013coa_x	(3E,7Z,10Z,13Z)-hexadecatetraenoyl-CoA (hd371013coa_x)
hd271013coa_x	(2E,7Z,10Z,13Z)-hexadecatetraenoyl-CoA (hd271013coa_x)
3od69coa_x	3-oxo-(6Z,9Z)-dodecadienoyl-CoA (3od69coa_x)
dc37coa_x	(3E,7Z)-decadienoyl-CoA (dc37coa_x)
3odc7coa_x	3-oxo-(7Z)-decenoyl-CoA (3odc7coa_x)
octcrn_x	L-octanoylcarnitine (octcrn_x)
octcrn_c	L-octanoylcarnitine (octcrn_c)
ocdccoa_m	Octadecanoyl-coa (ocdccoa_m)
hd6912coa_m	(6Z,9Z,12Z)-hexadecatrienoyl-CoA (C16:3) (hd6912coa_m)
hd691215coa_m	(6Z,9Z,12Z,15Z)-hexadecatetraenoyl-CoA (C16:4) (hd691215coa_m)
3ohodcoa_m	3-Oxooctadecanoyl-CoA (3ohodcoa_m)
hx3coa_m	(3Z)-hexenoyl-CoA (hx3coa_m)
od29coa_m	(2E,9Z)-octadecadienoyl-CoA (od29coa_m)
3hod9coa_m	3-hydroxy-(9Z)-octadecenoyl-CoA (3hod9coa_m)
hd27coa_m	(2E,7Z)-hexadecadienoyl-CoA (hd27coa_m)
3ood912coa_m	3-oxo-(9Z,12Z)-octadecadienoyl-CoA (3ood912coa_m)
hd710coa_m	(7Z,10Z)-hexadecadienoyl-CoA (hd710coa_m)
hd2710coa_m	(2E,7Z,10Z)-hexadecatrienoyl-CoA (hd2710coa_m)
3hhd710coa_m	3-hydroxy-(7Z,10Z)-hexadecadienoyl-CoA (3hhd710coa_m)
3ohd710coa_m	3-oxo-(7Z,10Z)-hexadecadienoyl-CoA (3ohd710coa_m)
hd3710coa_m	(3E,7Z,10Z)-hexadecatrienoyl-CoA (hd3710coa_m)
dc37coa_m	(3E,7Z)-decadienoyl-CoA (dc37coa_m)
dc27coa_m	(2E,7Z)-decadienoyl-CoA (dc27coa_m)
3hdc7coa_m	3-hydroxy-(7Z)-decenoyl-CoA (3hdc7coa_m)
td7coa_m	(7Z)-tetradecenoyl-CoA (td7coa_m)
3otd7coa_m	3-oxo-(7Z)-tetradecenoyl-CoA (3otd7coa_m)
dd5coa_m	(5Z)-dodecenoyl-CoA (dd5coa_m)
dd25coa_m	(2E,5Z)-dodecadienoyl-CoA (dd25coa_m)
3ohd912coa_m	3-oxo-(9Z,12Z)-hexadecadienoyl-CoA (3ohd912coa_m)
td710coa_m	(7Z,10Z)-tetradecadienoyl-CoA (td710coa_m)
dd58coa_m	(5Z,8Z)-dodecadienoyl-CoA (dd58coa_m)
dc36coa_m	(3Z,6Z)-decadienoyl-CoA (dc36coa_m)
3odc6coa_m	3-oxo-(6Z)-decenoyl-CoA (3odc6coa_m)
oc3coa_m	(3E)-octenoyl-CoA (oc3coa_m)
3hdd5811coa_m	3-hydroxy-(5Z,8Z,11Z)-dodecatrienoyl-CoA (3hdd5811coa_m)
3hdc69coa_m	3-hydroxy-(6Z,9Z)-decadienoyl-CoA (3hdc69coa_m)
3odc69coa_m	3-oxo-(6Z,9Z)-decadienoyl-CoA (3odc69coa_m)
oc47coa_m	(4Z,7Z)-octadienoyl-CoA (oc47coa_m)
oc247coa_m	(2E,4Z,7Z)-octatrienoyl-CoA (oc247coa_m)
oc37coa_m	(3E,7Z)-octadienoyl-CoA (oc37coa_m)
3oh5coa_m	3-oxo-(5Z)-hexenoyl-CoA (3oh5coa_m)
thex2eACP_m	Trans-Hex-2-enoyl-[acyl-carrier protein] (thex2eACP_m)
3ooctACP_m	3-Oxooctanoyl-[acyl-carrier protein] (3ooctACP_m)
3hoctACP_m	(R)-3-Hydroxyoctanoyl-[acyl-carrier protein] (3hoctACP_m)
3oddecACP_m	3-Oxododecanoyl-[acyl-carrier protein] (3oddecACP_m)
3hddecACP_m	(R)-3-Hydroxydodecanoyl-[acyl-carrier protein] (3hddecACP_m)
1hdecg3p_m	1-hexadecanoyl-sn-glycerol 3-phosphate (1hdecg3p_m)
pg160_m	Phosphatidylglycerol (dihexadecanoyl, n-C16:0) (pg160_m)
5hiu_c	5-Hydroxyisourate (5hiu_c)
2ogm_h	2-Oxoglutaramate (2ogm_h)
ethe_c	Ethylene (ethe_c)
m7mpdol_c	(alpha-D-Mannosyl)7-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol (m7mpdol_c)
m4masn_c	(alpha-D-mannosyl)4-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (m4masn_c)
m2masn_c	Asn(-b1)GlcNAc(4-b1)GlcNAc(4-b1)Man[(6-a1)Man](3-a1)Man (m2masn_c)
npdp_h	All-trans-Nonaprenyl diphosphate (npdp_h)
3nphb_m	3-Nonaprenyl-4-hydroxybenzoate (3nphb_m)
3npdhb_m	3-Nonaprenyl-4,5-dihydroxybenzoate (3npdhb_m)
2np6mobq_m	2-nonaprenyl-6-methoxy-1,4-benzoquinone (2np6mobq_m)
me2np6mobq_m	2-nonaprenyl-3-methyl-6-methoxy-1,4-benzoquinone (me2np6mobq_m)
2npmhmobq_m	2-Decaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone (2npmhmobq_m)
brasstrl_c	Brassicasterol (brasstrl_c)
cer_182_c	N-(octadecanoyl)-sphinga-4,8-dienine (cer_182_c)
pydx5p_h	Pyridoxal 5'-phosphate (pydx5p_h)
2mahmp_h	2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphate (2mahmp_h)
this_h	Thiamine biosynthesis intermediate 1 (this_h)
